Topology,DemandFile,2-SR_SolveTime,2-SR_umax
Xeex,0004,2.224101504,0.935389
Xspedius,0000,3.849617791,0.9000416666666666
Xspedius,0001,2.640277935,0.90000825
Xspedius,0002,2.086531878,0.900047
Xspedius,0003,2.041959582,0.9000435
Xspedius,0004,2.672882611,0.9000187083333334
York,0000,0.614870183,0.9000245
York,0001,0.5583467,0.900011
York,0002,0.697856482,0.899999
York,0003,0.407280047,0.900026
York,0004,0.471558261,0.899989
Zamren,0000,0.385292331,0.89855
Zamren,0001,0.401685108,0.89854
Zamren,0002,0.54408516,0.89852
Zamren,0003,0.482204488,0.89848
Zamren,0004,0.455633132,0.89863
